Source,Target,Weight
opengov,activitypub,1
opengov,mws,2
opengov,svgopentype,1
opengov,speech-api,1
opengov,webobservatory,2
opengov,vxmlcg,1
opengov,webed,2
opengov,whatwg,1
opengov,bde-societies,1
opengov,timed-text,1
opengov,infographics,3
opengov,bde-climate,1
opengov,pubsub,1
opengov,webhistory,2
opengov,webassembly,1
opengov,expath,1
opengov,emergency,3
opengov,bde-energy,1
opengov,respimg,3
opengov,rww,4
opengov,credentials,4
opengov,ppl,1
opengov,opendataspain,4
opengov,websignage,1
opengov,restonto,1
opengov,userix,1
opengov,bde-food,1
opengov,schemaorg,5
opengov,webzakim,1
opengov,fedid,4
opengov,ssn-cg,1
opengov,texttracks,1
opengov,coders4africa,1
opengov,ontolex,2
opengov,decisionml,2
opengov,rdf-tests,1
opengov,mobileacc,2
opengov,semnews,2
opengov,schemed,2
opengov,webdevdata,1
opengov,cssselfrags,1
opengov,cryptoledgers,1
opengov,opened,5
opengov,webcryptoapi,2
opengov,wot,4
opengov,cndpubcg,1
opengov,bigdata,5
opengov,argmntreprsnt,1
opengov,sustyweb,2
opengov,locadd,7
opengov,carto,3
opengov,spec-annotation,1
opengov,egovernance,16
opengov,w3id,2
opengov,omn,1
opengov,rdfjs,3
opengov,change,1
opengov,bde-secure-societies,1
opengov,opendatadir,7
opengov,browsersync,1
opengov,nextweb,2
opengov,restrictedmedia,3
opengov,games,1
opengov,trustperms,1
opengov,d-tasks,1
opengov,networkfriendly,1
opengov,markdown,4
opengov,openannotation,5
opengov,xmlperf,1
opengov,geosemweb,5
opengov,webid,2
opengov,openw3c,2
opengov,xml-er,2
opengov,swisig,3
opengov,agri,1
opengov,schemabibex,2
opengov,rosc,1
opengov,w3process,4
opengov,cloud,2
opengov,argumentation,2
opengov,webandbroadcasting,2
opengov,microxml,2
opengov,wai-engage,4
opengov,ostatus,1
opengov,cv2,2
opengov,audio-dev,2
opengov,exploresemdata,1
opengov,hydra,7
opengov,bde-health,1
opengov,semwebprog,2
opengov,hpcweb,2
opengov,cssacc,2
opengov,webperfs,2
opengov,gao,1
opengov,places,3
opengov,auto-wcag,1
opengov,rsp,4
opengov,autowebtest,1
opengov,maps4html,1
opengov,sodata,3
opengov,html5kr,1
opengov,webize,2
opengov,webarraymath,1
opengov,tvapi,1
opengov,webappstore,1
opengov,fedsocweb,5
opengov,vivo,1
opengov,webpayments,4
opengov,interledger,1
opengov,interative-apis,1
opengov,xmlhypermedia,1
opengov,svgstreaming,1
opengov,htmail,2
opengov,architypes,1
opengov,xapivocabulary,1
opengov,datavis,1
opengov,ar,3
opengov,traffic,2
opengov,decsharing,1
declarative3d,native-web-apps,1
declarative3d,autowebplatform,1
declarative3d,informationarchitecture,1
declarative3d,svgopentype,1
declarative3d,webed,2
declarative3d,infographics,1
declarative3d,webassembly,1
declarative3d,emergency,2
declarative3d,respimg,3
declarative3d,rww,2
declarative3d,websignage,1
declarative3d,webzakim,1
declarative3d,browserobo,1
declarative3d,semnews,1
declarative3d,cssselfrags,1
declarative3d,webcryptoapi,1
declarative3d,wot,2
declarative3d,sustyweb,1
declarative3d,locadd,1
declarative3d,games,2
declarative3d,stereoweb,2
declarative3d,openannotation,1
declarative3d,xmlperf,3
declarative3d,geosemweb,2
declarative3d,webid,1
declarative3d,swisig,1
declarative3d,cloud,1
declarative3d,hpcweb,2
declarative3d,places,1
declarative3d,rsp,1
declarative3d,svga11y,1
declarative3d,fedsocweb,1
declarative3d,vivo,1
declarative3d,webpayments,2
declarative3d,svgstreaming,2
declarative3d,ar,6
hardware-pixels,activitypub,1
hardware-pixels,infographics,1
hardware-pixels,accessibilityinindia,1
hardware-pixels,wicg,1
hardware-pixels,agelabels,1
hardware-pixels,svga11y,1
music-notation,annoux,1
music-notation,cdl,1
music-notation,native-web-apps,1
music-notation,propertygraphs,2
music-notation,webmidi,2
music-notation,ldql,1
music-notation,scriptlib,1
music-notation,svgopentype,2
music-notation,speech-api,1
music-notation,webobservatory,1
music-notation,webed,1
music-notation,whatwg,1
music-notation,owled,1
music-notation,infographics,1
music-notation,webhistory,1
music-notation,webassembly,1
music-notation,expath,1
music-notation,respimg,3
music-notation,xdmdl,1
music-notation,ppl,1
music-notation,schemaorg,3
music-notation,rdf-tests,1
music-notation,mobileacc,1
music-notation,semnews,1
music-notation,webdevdata,1
music-notation,cssselfrags,1
music-notation,sentiment,1
music-notation,wot,2
music-notation,cndpubcg,1
music-notation,bigdata,2
music-notation,spec-annotation,1
music-notation,egovernance,1
music-notation,webtiming,1
music-notation,nextweb,1
music-notation,restrictedmedia,1
music-notation,games,2
music-notation,openannotation,3
music-notation,webid,1
music-notation,openw3c,2
music-notation,colourblindness,2
music-notation,swisig,1
music-notation,devrel,1
music-notation,rosc,1
music-notation,w3process,3
music-notation,cloud,1
music-notation,audio-dev,2
music-notation,wicg,3
music-notation,exploresemdata,1
music-notation,hydra,2
music-notation,wearableweb,1
music-notation,touchevents,1
music-notation,editing,1
music-notation,svga11y,1
music-notation,webarraymath,1
music-notation,fedsocweb,1
music-notation,webpayments,2
music-notation,interledger,2
music-notation,ipid,1
music-notation,svgstreaming,2
music-notation,web-copyright,1
music-notation,xapivocabulary,1
music-notation,ml-schema,1
music-notation,datavis,5
music-notation,ar,1
music-notation,lbd,1
music-notation,decsharing,1
music-notation,declarative3d,1
uad,socbizcg,1
uad,native-web-apps,1
uad,webscreens,1
uad,autowebplatform,1
uad,informationarchitecture,1
uad,svgopentype,1
uad,speech-api,1
uad,webobservatory,1
uad,vxmlcg,1
uad,webed,1
uad,whatwg,1
uad,owled,2
uad,pubsub,1
uad,webhistory,1
uad,emergency,1
uad,respimg,1
uad,rww,1
uad,ppl,1
uad,userix,1
uad,webhaptics,1
uad,ontolex,1
uad,mobileacc,1
uad,semnews,1
uad,webdevdata,1
uad,webcryptoapi,1
uad,wot,5
uad,bigdata,1
uad,sustyweb,1
uad,locadd,1
uad,carto,1
uad,w3id,1
uad,pua,1
uad,opendatadir,1
uad,restrictedmedia,1
uad,games,1
uad,trustperms,1
uad,networkfriendly,1
uad,openannotation,2
uad,xmlperf,1
uad,geosemweb,1
uad,swisig,4
uad,schemabibex,1
uad,cloud,1
uad,webandbroadcasting,1
uad,audio-dev,1
uad,exploresemdata,1
uad,hydra,1
uad,semwebprog,1
uad,hpcweb,1
uad,webperfs,1
uad,places,1
uad,rsp,2
uad,tvapi,1
uad,webappstore,1
uad,fedsocweb,1
uad,webpayments,2
uad,interative-apis,1
uad,xmlhypermedia,1
uad,web-bluetooth,1
uad,ar,1
uad,lbd,1
uad,declarative3d,1
film,sport-schema,1
film,webmidi,1
film,webassembly,1
film,schemaorg,1
film,coders4africa,1
film,ontolex,1
film,opened,1
film,ld4lt,1
film,cloud,1
film,hydra,1
film,cssacc,1
film,architypes,1
film,datavis,1
microposts,socbizcg,2
microposts,sport-schema,1
microposts,native-web-apps,2
microposts,webscreens,1
microposts,informationarchitecture,1
microposts,bde-transport,1
microposts,activitypub,3
microposts,mws,1
microposts,svgopentype,1
microposts,speech-api,2
microposts,vxmlcg,2
microposts,webed,2
microposts,whatwg,1
microposts,bde-societies,1
microposts,owled,2
microposts,bde-climate,1
microposts,pubsub,4
microposts,webhistory,1
microposts,emergency,2
microposts,bde-energy,1
microposts,respimg,1
microposts,rww,3
microposts,credentials,1
microposts,ppl,1
microposts,restonto,2
microposts,userix,3
microposts,bde-food,1
microposts,schemaorg,3
microposts,webzakim,1
microposts,fedid,1
microposts,webhaptics,2
microposts,ssn-cg,2
microposts,texttracks,1
microposts,ontolex,1
microposts,decisionml,1
microposts,rdf-tests,1
microposts,mobileacc,1
microposts,semnews,3
microposts,schemed,2
microposts,webdevdata,1
microposts,opened,2
microposts,sentiment,1
microposts,webcryptoapi,2
microposts,wot,2
microposts,bigdata,1
microposts,sustyweb,2
microposts,locadd,4
microposts,carto,2
microposts,spec-annotation,1
microposts,w3id,3
microposts,omn,1
microposts,pua,1
microposts,rdfjs,1
microposts,bde-secure-societies,1
microposts,opendatadir,2
microposts,nextweb,1
microposts,restrictedmedia,1
microposts,games,2
microposts,trustperms,1
microposts,d-tasks,1
microposts,networkfriendly,1
microposts,markdown,1
microposts,openannotation,3
microposts,xmlperf,1
microposts,geosemweb,3
microposts,webid,3
microposts,openw3c,1
microposts,swisig,3
microposts,agri,1
microposts,schemabibex,2
microposts,w3process,1
microposts,cloud,1
microposts,ostatus,3
microposts,cv2,1
microposts,audio-dev,1
microposts,exploresemdata,1
microposts,hydra,2
microposts,bde-health,1
microposts,semwebprog,3
microposts,hpcweb,1
microposts,webperfs,1
microposts,gao,2
microposts,places,3
microposts,rsp,3
microposts,autowebtest,1
microposts,sodata,1
microposts,webize,1
microposts,tvapi,1
microposts,webappstore,2
microposts,fedsocweb,4
microposts,webpayments,2
microposts,interative-apis,1
microposts,xmlhypermedia,1
microposts,architypes,1
microposts,xapivocabulary,1
microposts,ar,1
microposts,decsharing,1
microposts,opengov,2
microposts,uad,1
community-io,socbizcg,2
community-io,sport-schema,1
community-io,native-web-apps,1
community-io,informationarchitecture,1
community-io,bde-transport,1
community-io,activitypub,3
community-io,mws,1
community-io,webed,2
community-io,bde-societies,1
community-io,bde-climate,1
community-io,pubsub,3
community-io,web-nfc,1
community-io,emergency,2
community-io,bde-energy,1
community-io,rww,8
community-io,credentials,4
community-io,restonto,1
community-io,userix,1
community-io,bde-food,1
community-io,schemaorg,2
community-io,webzakim,1
community-io,fedid,3
community-io,ssn-cg,1
community-io,decisionml,1
community-io,rdf-tests,2
community-io,semnews,2
community-io,schemed,1
community-io,cryptoledgers,2
community-io,opened,1
community-io,webcryptoapi,2
community-io,wot,2
community-io,bigdata,1
community-io,sustyweb,2
community-io,locadd,2
community-io,carto,1
community-io,custexpdata,2
community-io,w3id,3
community-io,omn,2
community-io,benchweb,1
community-io,rdfjs,3
community-io,bde-secure-societies,1
community-io,nextweb,1
community-io,games,2
community-io,trustperms,1
community-io,d-tasks,4
community-io,markdown,1
community-io,openannotation,1
community-io,xmlperf,1
community-io,geosemweb,2
community-io,webid,5
community-io,openw3c,1
community-io,agri,1
community-io,w3process,1
community-io,cloud,1
community-io,argumentation,1
community-io,ostatus,1
community-io,cv2,1
community-io,hydra,2
community-io,bde-health,1
community-io,semwebprog,1
community-io,gao,1
community-io,places,1
community-io,rsp,2
community-io,autowebtest,2
community-io,sodata,2
community-io,svga11y,1
community-io,webize,4
community-io,webappstore,2
community-io,fedsocweb,6
community-io,webpayments,6
community-io,interledger,1
community-io,xapivocabulary,1
community-io,ar,4
community-io,decsharing,3
community-io,opengov,1
community-io,declarative3d,2
community-io,microposts,1
bpmlod,socbizcg,3
bpmlod,cnwa,1
bpmlod,cdl,2
bpmlod,sport-schema,1
bpmlod,native-web-apps,1
bpmlod,webmidi,1
bpmlod,informationarchitecture,4
bpmlod,bde-transport,1
bpmlod,activitypub,1
bpmlod,mws,12
bpmlod,svgopentype,1
bpmlod,speech-api,1
bpmlod,webobservatory,1
bpmlod,vxmlcg,2
bpmlod,webed,4
bpmlod,whatwg,1
bpmlod,bde-societies,1
bpmlod,owled,2
bpmlod,timed-text,1
bpmlod,infographics,2
bpmlod,bde-climate,1
bpmlod,pubsub,1
bpmlod,webhistory,1
bpmlod,webassembly,1
bpmlod,expath,1
bpmlod,emergency,4
bpmlod,bde-energy,1
bpmlod,rww,2
bpmlod,credentials,1
bpmlod,ppl,1
bpmlod,opendataspain,4
bpmlod,websignage,1
bpmlod,restonto,1
bpmlod,bde-food,1
bpmlod,schemaorg,5
bpmlod,webzakim,1
bpmlod,fedid,2
bpmlod,webhaptics,1
bpmlod,ssn-cg,2
bpmlod,coders4africa,1
bpmlod,ontolex,19
bpmlod,decisionml,4
bpmlod,rdf-tests,1
bpmlod,mobileacc,2
bpmlod,semnews,1
bpmlod,schemed,1
bpmlod,webdevdata,1
bpmlod,cssselfrags,1
bpmlod,opened,2
bpmlod,sentiment,4
bpmlod,webcryptoapi,1
bpmlod,wot,3
bpmlod,cndpubcg,3
bpmlod,bigdata,8
bpmlod,sustyweb,2
bpmlod,locadd,6
bpmlod,carto,4
bpmlod,custexpdata,2
bpmlod,egovernance,4
bpmlod,ld4lt,31
bpmlod,w3id,2
bpmlod,omn,1
bpmlod,rdfjs,3
bpmlod,change,3
bpmlod,bde-secure-societies,1
bpmlod,opendatadir,2
bpmlod,browsersync,1
bpmlod,accessibilityinindia,1
bpmlod,nextweb,3
bpmlod,restrictedmedia,1
bpmlod,games,2
bpmlod,trustperms,1
bpmlod,d-tasks,1
bpmlod,networkfriendly,1
bpmlod,markdown,2
bpmlod,openannotation,8
bpmlod,xmlperf,2
bpmlod,geosemweb,8
bpmlod,webid,1
bpmlod,openw3c,2
bpmlod,xml-er,1
bpmlod,swisig,3
bpmlod,agri,1
bpmlod,schemabibex,2
bpmlod,rosc,4
bpmlod,w3process,5
bpmlod,cloud,3
bpmlod,webandbroadcasting,2
bpmlod,microxml,2
bpmlod,wai-engage,3
bpmlod,ostatus,1
bpmlod,cv2,1
bpmlod,audio-dev,1
bpmlod,wicg,1
bpmlod,hydra,3
bpmlod,bde-health,1
bpmlod,semwebprog,3
bpmlod,agelabels,1
bpmlod,hpcweb,1
bpmlod,cssacc,1
bpmlod,webperfs,1
bpmlod,gao,1
bpmlod,places,4
bpmlod,auto-wcag,1
bpmlod,rsp,5
bpmlod,autowebtest,1
bpmlod,maps4html,2
bpmlod,sodata,5
bpmlod,svga11y,1
bpmlod,webize,2
bpmlod,webarraymath,1
bpmlod,tvapi,1
bpmlod,webappstore,1
bpmlod,fedsocweb,2
bpmlod,vivo,1
bpmlod,webpayments,2
bpmlod,xmlhypermedia,1
bpmlod,svgstreaming,1
bpmlod,htmail,3
bpmlod,model,1
bpmlod,architypes,1
bpmlod,xapivocabulary,1
bpmlod,datavis,1
bpmlod,ar,2
bpmlod,traffic,1
bpmlod,lbd,1
bpmlod,decsharing,1
bpmlod,opengov,5
bpmlod,uad,1
bpmlod,microposts,1
bpmlod,community-io,1
spade,socbizcg,1
spade,native-web-apps,6
spade,informationarchitecture,1
spade,svgopentype,1
spade,speech-api,1
spade,vxmlcg,1
spade,whatwg,1
spade,owled,2
spade,pubsub,2
spade,webhistory,1
spade,emergency,2
spade,respimg,1
spade,rww,2
spade,ppl,1
spade,userix,2
spade,fedid,1
spade,webhaptics,1
spade,mobileacc,3
spade,webdevdata,1
spade,cssselfrags,1
spade,webcryptoapi,2
spade,wot,1
spade,bigdata,3
spade,sustyweb,1
spade,locadd,2
spade,carto,2
spade,w3id,1
spade,pua,1
spade,webtiming,1
spade,opendatadir,1
spade,browsersync,1
spade,restrictedmedia,1
spade,games,1
spade,trustperms,1
spade,networkfriendly,5
spade,webappscp,1
spade,openannotation,1
spade,xmlperf,2
spade,geosemweb,2
spade,swisig,2
spade,schemabibex,1
spade,devrel,1
spade,cloud,4
spade,audio-dev,1
spade,hydra,1
spade,semwebprog,2
spade,hpcweb,1
spade,cssacc,1
spade,webperfs,1
spade,places,1
spade,editing,1
spade,rsp,2
spade,sodata,1
spade,svga11y,1
spade,webappstore,1
spade,fedsocweb,2
spade,webpayments,2
spade,interative-apis,1
spade,xmlhypermedia,1
spade,web-copyright,1
spade,ar,2
spade,uad,1
spade,microposts,1
sdshare,socbizcg,2
sdshare,sport-schema,1
sdshare,native-web-apps,1
sdshare,propertygraphs,1
sdshare,informationarchitecture,1
sdshare,bde-transport,1
sdshare,activitypub,1
sdshare,mws,1
sdshare,svgopentype,1
sdshare,speech-api,1
sdshare,vxmlcg,1
sdshare,webed,2
sdshare,whatwg,1
sdshare,bde-societies,1
sdshare,owled,1
sdshare,bde-climate,1
sdshare,pubsub,4
sdshare,webhistory,2
sdshare,emergency,2
sdshare,bde-energy,1
sdshare,respimg,2
sdshare,rww,7
sdshare,credentials,2
sdshare,ppl,1
sdshare,restonto,1
sdshare,userix,1
sdshare,bde-food,1
sdshare,schemaorg,2
sdshare,webzakim,1
sdshare,fedid,1
sdshare,webhaptics,1
sdshare,ssn-cg,1
sdshare,coders4africa,1
sdshare,ontolex,1
sdshare,decisionml,1
sdshare,rdf-tests,1
sdshare,mobileacc,1
sdshare,semnews,3
sdshare,schemed,1
sdshare,webdevdata,1
sdshare,cryptoledgers,1
sdshare,opened,2
sdshare,webcryptoapi,3
sdshare,wot,2
sdshare,bigdata,1
sdshare,sustyweb,2
sdshare,locadd,4
sdshare,carto,2
sdshare,w3id,2
sdshare,omn,1
sdshare,pua,1
sdshare,rdfjs,6
sdshare,bde-secure-societies,1
sdshare,opendatadir,1
sdshare,nextweb,1
sdshare,restrictedmedia,1
sdshare,games,1
sdshare,trustperms,1
sdshare,d-tasks,1
sdshare,networkfriendly,1
sdshare,markdown,1
sdshare,openannotation,2
sdshare,xmlperf,1
sdshare,geosemweb,6
sdshare,webid,6
sdshare,openw3c,1
sdshare,xml-er,1
sdshare,swisig,2
sdshare,agri,1
sdshare,schemabibex,2
sdshare,w3process,1
sdshare,cloud,1
sdshare,ostatus,1
sdshare,cv2,1
sdshare,audio-dev,1
sdshare,hydra,8
sdshare,bde-health,1
sdshare,semwebprog,2
sdshare,hpcweb,1
sdshare,webperfs,1
sdshare,gao,1
sdshare,places,3
sdshare,rsp,4
sdshare,autowebtest,1
sdshare,sodata,1
sdshare,webize,4
sdshare,webappstore,2
sdshare,fedsocweb,4
sdshare,webpayments,5
sdshare,interative-apis,1
sdshare,xmlhypermedia,1
sdshare,htmail,1
sdshare,architypes,1
sdshare,xapivocabulary,1
sdshare,ar,2
sdshare,decsharing,1
sdshare,opengov,3
sdshare,uad,1
sdshare,microposts,2
sdshare,community-io,1
sdshare,bpmlod,3
sdshare,spade,1
odrl,socbizcg,1
odrl,native-web-apps,2
odrl,autowebplatform,1
odrl,informationarchitecture,1
odrl,mws,1
odrl,svgopentype,1
odrl,speech-api,1
odrl,vxmlcg,1
odrl,webed,1
odrl,whatwg,1
odrl,owled,1
odrl,pubsub,1
odrl,webhistory,1
odrl,emergency,1
odrl,respimg,1
odrl,rww,1
odrl,credentials,1
odrl,ppl,1
odrl,userix,1
odrl,schemaorg,1
odrl,fedid,1
odrl,webhaptics,1
odrl,ontolex,1
odrl,mobileacc,1
odrl,semnews,4
odrl,webdevdata,1
odrl,opened,2
odrl,webcryptoapi,2
odrl,wot,2
odrl,sustyweb,1
odrl,locadd,2
odrl,carto,2
odrl,egovernance,1
odrl,ld4lt,4
odrl,w3id,1
odrl,pua,1
odrl,change,1
odrl,opendatadir,2
odrl,nextweb,1
odrl,restrictedmedia,1
odrl,games,1
odrl,trustperms,1
odrl,networkfriendly,1
odrl,openannotation,5
odrl,xmlperf,2
odrl,geosemweb,2
odrl,webid,1
odrl,swisig,1
odrl,schemabibex,2
odrl,cloud,2
odrl,argumentation,1
odrl,webandbroadcasting,1
odrl,audio-dev,1
odrl,hydra,2
odrl,bde-health,1
odrl,semwebprog,1
odrl,hpcweb,1
odrl,webperfs,1
odrl,places,2
odrl,rsp,3
odrl,maps4html,1
odrl,webappstore,1
odrl,fedsocweb,2
odrl,vivo,1
odrl,webpayments,3
odrl,interative-apis,1
odrl,xmlhypermedia,1
odrl,datavis,1
odrl,ar,1
odrl,opengov,1
odrl,declarative3d,1
odrl,uad,1
odrl,microposts,1
odrl,community-io,1
odrl,bpmlod,2
odrl,spade,1
odrl,sdshare,2
stroke-fonts,propertygraphs,1
stroke-fonts,svgopentype,2
stroke-fonts,infographics,1
stroke-fonts,webhistory,1
stroke-fonts,expath,1
stroke-fonts,respimg,1
stroke-fonts,ppl,1
stroke-fonts,texttracks,1
stroke-fonts,inbandtracks,1
stroke-fonts,cssselfrags,1
stroke-fonts,change,1
stroke-fonts,xmlperf,1
stroke-fonts,openw3c,1
stroke-fonts,xml-er,2
stroke-fonts,microxml,1
stroke-fonts,svga11y,1
stroke-fonts,xmlhypermedia,1
stroke-fonts,svgstreaming,1
stroke-fonts,declarative3d,1
stroke-fonts,music-notation,1
unhosted,socbizcg,6
unhosted,sport-schema,2
unhosted,native-web-apps,6
unhosted,propertygraphs,2
unhosted,informationarchitecture,1
unhosted,bde-transport,1
unhosted,activitypub,7
unhosted,mws,2
unhosted,svgopentype,1
unhosted,speech-api,2
unhosted,vxmlcg,2
unhosted,webed,3
unhosted,whatwg,2
unhosted,bde-societies,1
unhosted,owled,1
unhosted,bde-climate,1
unhosted,pubsub,11
unhosted,webhistory,2
unhosted,web-nfc,2
unhosted,emergency,2
unhosted,bde-energy,1
unhosted,respimg,3
unhosted,rww,15
unhosted,credentials,5
unhosted,ppl,2
unhosted,websignage,1
unhosted,restonto,2
unhosted,userix,2
unhosted,bde-food,1
unhosted,schemaorg,4
unhosted,webzakim,2
unhosted,fedid,5
unhosted,webhaptics,1
unhosted,ssn-cg,2
unhosted,coders4africa,1
unhosted,ontolex,1
unhosted,decisionml,2
unhosted,rdf-tests,3
unhosted,mobileacc,1
unhosted,mathprotocol,1
unhosted,semnews,7
unhosted,schemed,3
unhosted,webdevdata,2
unhosted,cryptoledgers,2
unhosted,opened,1
unhosted,webcryptoapi,7
unhosted,wot,6
unhosted,bigdata,2
unhosted,sustyweb,2
unhosted,locadd,3
unhosted,carto,2
unhosted,custexpdata,1
unhosted,egovernance,2
unhosted,w3id,3
unhosted,omn,2
unhosted,pua,1
unhosted,rdfjs,8
unhosted,bde-secure-societies,1
unhosted,opendatadir,1
unhosted,browsersync,1
unhosted,nextweb,2
unhosted,restrictedmedia,1
unhosted,games,4
unhosted,trustperms,1
unhosted,d-tasks,3
unhosted,networkfriendly,3
unhosted,markdown,3
unhosted,openannotation,3
unhosted,xmlperf,2
unhosted,geosemweb,5
unhosted,webid,13
unhosted,openw3c,2
unhosted,swisig,1
unhosted,agri,1
unhosted,schemabibex,2
unhosted,w3process,2
unhosted,cloud,3
unhosted,webandbroadcasting,1
unhosted,microxml,1
unhosted,wai-engage,1
unhosted,ostatus,6
unhosted,cv2,1
unhosted,audio-dev,2
unhosted,hydra,7
unhosted,bde-health,1
unhosted,wearableweb,1
unhosted,semwebprog,3
unhosted,remotedom,1
unhosted,hpcweb,2
unhosted,webperfs,2
unhosted,gao,1
unhosted,places,2
unhosted,editing,2
unhosted,rsp,3
unhosted,autowebtest,2
unhosted,sodata,3
unhosted,html5kr,1
unhosted,webize,5
unhosted,webappstore,5
unhosted,fedsocweb,17
unhosted,webpayments,11
unhosted,interledger,2
unhosted,interative-apis,1
unhosted,xmlhypermedia,1
unhosted,web-bluetooth,1
unhosted,htmail,1
unhosted,xapivocabulary,1
unhosted,ar,4
unhosted,decsharing,3
unhosted,opengov,3
unhosted,declarative3d,1
unhosted,uad,1
unhosted,microposts,2
unhosted,community-io,4
unhosted,bpmlod,1
unhosted,spade,1
unhosted,sdshare,4
unhosted,odrl,2
semstats,socbizcg,1
semstats,cnwa,1
semstats,webscreens,1
semstats,informationarchitecture,2
semstats,mws,2
semstats,webed,1
semstats,owled,1
